_id,PrimaryKey,DateAddedtoDataRelease,ProcuringAgencyOrganisation,ProjectName,ProjectShortDescription,ParentProjectID,ProjectStatus,ProcurementMethod,ProjectRegion,ProjectSector,EstimatedProjectValueRange,EstimatedQuarterBusinessCaseStart,EstimatedQuarterBusinessCaseCompletion,EstimatedQuarterProcurementStart,EstimatedQuarterProcurementCompletion,EstimatedQuarterConstructionStart,EstimatedQuarterConstructionCompletion,EstimatedQuarterProjectRangeStart,EstimatedQuarterProjectRangeCompletion,ProjectInfoURL,EstimatedProjectValueNote
461,IP000470,2019-11-07T00:00:00,Watercare,Upgrades of Separation and Wastewater Pipes to Reduce Wet Weather Overflows - Point Chevalier,This programme of work is to enable growth and reduce wet weather overflows. The programme will involve a mix of sewer separation and wastewater pipe upgrades. It will also include collector pipes and inflow and infiltration works. This project is part of Watercare's Wastewater Catchment Improvement Works.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,25 - 50 Million,2021-Q4,2022-Q2,2022-Q2,2023-Q2,2023-Q3,2026-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
462,IP000471,2019-11-07T00:00:00,Watercare,Upgrades of Separation and Wastewater Pipes to Reduce Wet Weather Overflows - St Marys Bay,This programme of work is to enable growth and reduce wet weather overflows. The programme will involve a mix of sewer separation and wastewater pipe upgrades. It also includes collector pipes and inflow and infiltration works. This project is part of Watercare's Wastewater Catchment Improvement Works.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,25 - 50 Million,2020-Q2,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2023-Q3,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
463,IP000472,2019-11-07T00:00:00,Watercare,Upgrades of Separation and Wastewater Pipes to Reduce Wet Weather Overflows - Westmere,This programme of work is to enable growth and reduce wet weather overflows. The programme will involve a mix of sewer separation and wastewater pipe upgrades. The programme also includes collector pipes and inflow and infiltration works. This project is part of Watercare's Wastewater Catchment Improvement Works.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2023-Q3,2024-Q3,2024-Q4,2026-Q2,2026-Q2,2027-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
464,IP000473,2019-11-07T00:00:00,Watercare,Upgrading Wastewater Pipes for Future Wastewater Servicing - Gulf Harbour,This project is to allow for population growth for the next 30 years. The project includes upgrading 1.5 kilometres of 200 millimetre diameter pipeline with 400 millimetre diameter pipeline.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,< 5 Million,2020-Q1,2020-Q2,2020-Q2,2020-Q3,2020-Q3,2021-Q3,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
465,IP000474,2019-11-07T00:00:00,Watercare,Waitakere No 1 Watermain Upgrade,This project is to upgrade the Waitakere Number One watermain to account for expected growth. It includes 11 kilometres of 400 millimetre diameter pipeline.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2022-Q3,2022-Q3,2022-Q3,2023-Q1,2023-Q2,2024-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
466,IP000475,2019-11-07T00:00:00,Watercare,Waiwera Diversion to Hatsfield Beach,This project is to provide a pump station that handles 20 litres per second. It also includes a 2.1 kilometre (180 millimetre diameter) rising main and a 2.5 kilometre (250 millimetre diameter) gravity sewer.,"",In Procurement,Construct only,Auckland,Water,5 - 25 Million,2019-Q1,2019-Q3,2019-Q3,2020-Q2,2020-Q3,2022-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
467,IP000476,2019-11-07T00:00:00,Watercare,Wastewater Capacity Improvements Northern Interceptor - Stage 1 - North West Auckland,This project is to provide capacity to the developing North West Auckland area and divert flows from Mangere to Rosedale Wastewater Treatment Plant. The first phase is the construction of a nine kilometre rising main from Hobsonville to Rosedale. This project will be delivered in conjunction with the Greenhithe Bridge Watermain Duplication project.,"",Under Construction,Design and Construct,Auckland,Water,50 - 100 Million,"","","","","","",2018-Q1,2020-Q4,https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
468,IP000477,2019-11-07T00:00:00,Watercare,Wastewater Capacity Upgrades - Otara Catchment,This project will deliver a new 400 litres per second pump station which will provide 500 cubic metres of tank storage. The project also includes a new 2500 cubic metre storage tank and 2.5 kilometres of 625 millimetre diameter relining and 1.8 kilometres of 625 millimetre diameter rising main.,"",In Procurement,Construct only,Auckland,Water,25 - 50 Million,2017-Q3,2018-Q3,2018-Q3,2020-Q2,2021-Q3,2023-Q1,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
469,IP000478,2019-11-07T00:00:00,Watercare,Wastewater Catchment Diversion - Forrest Hill,This project is to upgrade the Forrest Hill network. It consists of a 1.1 kilometre (310 millimetre diameter) rising main and a 60 litres per second pump station. It also includes 350 metres of 250/335 millimetre diameter rising main and 600 metres of 300/375/525 millimetres diameter gravity sewer.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2022-Q1,2022-Q2,2022-Q2,2022-Q4,2023-Q1,2025-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
470,IP000479,2019-11-07T00:00:00,Watercare,Wastewater Catchment Improvement Works - Waterview,This programme of work is to enable growth and reduce wet weather overflows. The programme will involve a mix of sewer separation and wastewater pipe upgrades. The programme also includes collector pipes and inflow and infiltration works.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2021-Q1,2021-Q1,2021-Q1,2021-Q2,2021-Q3,2023-Q3,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
471,IP000480,2019-11-07T00:00:00,Watercare,Wastewater Catchment System Upgrades for Growth and Mitigation of Sewer Overflows- Howick,This project is to deliver new pump stations and associated network upgrades in Aviemore and Millhouse Parks to provide for growth and mitigate sewer overflows. Two 200 litre per second pump stations will be constructed along with 3.1 kilometres of 450 millimetres diameter rising mains and one kilometre of 600 diameter gravity sewer.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,< 5 Million,2023-Q1,2023-Q2,2023-Q3,2024-Q2,2024-Q3,2027-Q1,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
472,IP000481,2019-11-07T00:00:00,Watercare,Wastewater Diversion - Unsworth Heights,This project will divert wastewater from the gravity main in Rosedale Park that drains from Unsworth Heights directly to the Rosedale Wastewater Treatment Plant inlet works. A new 45 litre per second pump station and 380 metres of 125 millimetre diameter rising main will be built as part of the project.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2020-Q3,2020-Q3,2020-Q3,2021-Q1,2021-Q1,2022-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
473,IP000482,2019-11-07T00:00:00,Watercare,Wastewater Network Improvements - HLC Mangere,This project is to construct wastewater network upgrades required to convey flows from HLC Mangere development.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2020-Q4,2029-Q3,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
474,IP000483,2019-11-07T00:00:00,Watercare,Wastewater Network Upgrades - Northcote to Chatswood,This project is to provide a new 60 litre per second pump station to service Northcote to Chatswood. The project also includes a 900 metre (315 millimetre diameter) rising main and a 700 metre (450 millimetre diameter) gravity pipeline.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2019-Q3,2020-Q1,2020-Q1,2021-Q1,2021-Q1,2023-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
475,IP000484,2019-11-07T00:00:00,Watercare,Wastewater Odour Treatment Plant Expansion - Rosedale,This project will increase odour treatment capacity. It includes catering for the connection of the Northern Interceptor to service a peak population of 160000.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,< 5 Million,2020-Q1,2020-Q1,2020-Q1,2020-Q2,2020-Q3,2021-Q1,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
476,IP000485,2019-11-07T00:00:00,Watercare,Wastewater Treatment Plant Biogas and Co-generation Expansion - Rosedale,This project is to construct upgrades to the biogas and co-generation facilities at Rosedale Wastewater Treatment Plant. This project will increase generated power from 65 per cent to 90 per cent.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2021-Q3,2021-Q3,2021-Q3,2021-Q3,2021-Q4,2022-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
477,IP000486,2019-11-07T00:00:00,Watercare,Wastewater Treatment Plant Control Upgrade and Replacement - Rosedale,This project is a Control System upgrade and replacement at Rosedale Wastewater Treatment Plant.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2020-Q1,2020-Q1,2020-Q1,2020-Q3,2020-Q3,2021-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
478,IP000487,2019-11-07T00:00:00,Watercare,Wastewater Treatment Plant Expansion Project - Rosedale,This project is to service population growth up to 320000 and a flow of 4.0 cubic metres per second. The expansion of the treatment plant includes a new primary settlement tank and secondary biological treatment reactor and new thermal hydrolysis plant.,"",Under Construction,Construct only,Auckland,Water,50 - 100 Million,2013-Q3,2014-Q2,2014-Q4,2017-Q4,2018-Q2,2020-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
479,IP000488,2019-11-07T00:00:00,Watercare,Wastewater Treatment Plant Peak Flow Treatment Modifications - Mangere,This project will enable process modifications to allow for enhanced peak flow treatment.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2022-Q3,2022-Q3,2022-Q4,2022-Q2,2022-Q3,2024-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
480,IP000489,2019-11-07T00:00:00,Watercare,Wastewater Treatment Plant Reactor/Clarifiers and Ultra Violet Expansion - Rosedale,This project includes upgrades to the reactor/clarifiers and ultra violet treatment at Rosedale.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,100 - 250 Million,2023-Q1,2023-Q2,2023-Q3,2024-Q2,2024-Q3,2029-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
481,IP000490,2019-11-07T00:00:00,Watercare,Wastewater Treatment Plant Screens Replacement - Army Bay,This project is the replacement of ageing under-performing step screens with current technology.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,< 5 Million,2022-Q3,2022-Q3,2022-Q3,2022-Q3,2022-Q4,2023-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
482,IP000491,2019-11-07T00:00:00,Watercare,Wastewater Treatment Plant Solids Stream Process Upgrade - Mangere,This project is to upgrade the solids stream process as part of the Mangere Wastewater Treatment Plant upgrades.,"",Under Construction,Design and Construct,Auckland,Water,50 - 100 Million,2012-Q2,2014-Q1,2014-Q2,2016-Q4,2016-Q2,2020-Q3,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
483,IP000492,2019-11-07T00:00:00,Watercare,Wastewater Treatment Plant Upgrade - Army Bay,This project is to increase capacity of the wastewater treatment plant to meet a population growth of 100000 people.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,50 - 100 Million,2022-Q3,2022-Q3,2022-Q3,2022-Q4,2023-Q1,2025-Q1,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
484,IP000493,2019-11-07T00:00:00,Watercare,Wastewater Treatment Plant Upgrade - Pukekohe,This project involves doubling the throughput capacity of the Pukekohe Wastewater Treatment Plant from 260 litres per second to 520 litres per second to service population growth.,"",Under Construction,Construct only,Auckland,Water,100 - 250 Million,2014-Q2,2014-Q2,2014-Q3,2018-Q1,2018-Q2,2022-Q1,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
485,IP000494,2019-11-07T00:00:00,Watercare,Wastewater Treatment Plant Upgrade - Snells Beach,This project is to upgrade Snells Wastewater Treatment Plant to service growth in Warkworth to Snells Beach and Algies Bay.,"",In Procurement,Construct only,Auckland,Water,50 - 100 Million,2017-Q2,2018-Q1,2018-Q1,2019-Q4,2020-Q1,2022-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
486,IP000495,2019-11-07T00:00:00,Watercare,Wastewater Treatment Plant Upgrade - Wellsford,This project is to upgrade the treatment plant to accommodate a population of approximately 4200 people over 30 years.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2020-Q1,2020-Q1,2020-Q1,2021-Q1,2021-Q1,2022-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
487,IP000496,2019-11-07T00:00:00,Watercare,Water Servicing - HLC Oranga,This project will enable water trunk network upgrades to cater for population growth in Oranga.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2023-Q2,2023-Q3,2023-Q4,2024-Q2,2024-Q2,2027-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
488,IP000497,2019-11-07T00:00:00,Watercare,Water Servicing Improvements - HLC Mt Roskill to Owairaka,This project is to improve water servicing from the HLC development in Mt Roskill to Owairaka to support growth in the area.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,25 - 50 Million,2020-Q3,2020-Q3,2020-Q4,2021-Q2,2021-Q2,2029-Q1,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
489,IP000498,2019-11-07T00:00:00,Watercare,Water Servicing Infrastructure Upgrade for Capacity Improvements - Pukekohe,This project is to provide for growth in the north and west of Pukekohe. The project includes work on a reservoir and boost pump station. It also includes upgrading the trunk connection between Drury to Pukekohe.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,< 5 Million,2021-Q4,2021-Q4,2021-Q4,2022-Q1,2022-Q2,2025-Q1,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
490,IP000499,2019-11-07T00:00:00,Watercare,Water Supply Upgrade - Pukekohe Area,This project will construct a bulk supply point and 1.5 kilometres of 300mm diameter polyethylene or concrete lined steel pipework to feed growth areas within Pukekohe.,"",Under Construction,Construct only,Auckland,Water,< 5 Million,2018-Q4,2019-Q1,2019-Q1,2019-Q2,2019-Q2,2021-Q1,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
